feat_1,feat_2,class
0.7625866,0.0081722,3
0.9671133,0.0292583,0
0.8696799,0.0321163,1
0.8210085999999999,0.0469161,2
0.7435701,0.038105,3
0.9765609,0.0099093,0
0.9115572,0.0376495,1
0.8091281999999999,0.0121484,2
0.7357707,0.0260101,3
0.9742145,0.0367235,0
0.8942095,0.0193905,1
0.8140473,0.0069365,2
0.7332267999999998,0.0193668,3
0.9683691,0.0474639,0
0.8885283,0.0408117,1
0.7974491999999999,0.0308799,2
0.7411151,0.0446455,3
0.9400968,0.0479271,0
0.8933548,0.0443328,1
0.8167254,0.0240951,2
0.7344313,0.0499251,3
0.9423265,0.0029661,0
0.8877319999999999,0.02483,1
0.8213299,0.0025573,2
0.7186502,0.0465021,3
0.9370348,0.007037,0
0.8786004,0.0026982,1
0.7945094,0.0350391,2
0.7578161,0.0481204,3
0.9389063,0.026349,0
0.9045168,0.0364694,1
0.8333922,0.0430524,2
0.7496963,0.0327843,3
0.9826387,0.0357448,0
0.8912282999999999,0.0085997,1
0.8024116,0.0463824,2
0.7188504,0.0014062,3
0.9765204,0.0494193,0
0.8830432,0.0418452,1
0.8122757,0.0113281,2
0.7113778,0.0197575,3
0.97656,0.0433411,0
0.9019645,0.0306008,1
0.7871049,0.0039593,2
0.7193115,0.0479029,3
0.9622387,0.0360551,0
0.8730292,0.0489967,1
0.8206166,0.0388325,2
0.7505495,0.037531,3
0.9310848,0.0139784,0
0.892163,0.0244799,1
0.7835881,0.0184599,2
0.7273836999999999,0.045351,3
0.9731209,0.0234604,0
0.8794027,0.0397617,1
0.7866515,0.0004796,2
0.7104402,0.0012186,3
0.9307764,0.0147219,0
0.8576888999999999,0.0039042,1
0.8178908,0.0426307,2
0.7486644,0.0351442,3
0.9422903,0.0166319,0
0.8588244,0.0300537,1
0.8237114,0.0084132,2
0.7243378,0.0016452,3
0.974004,0.0255714,0
0.8675795,0.0275249,1
0.8018581,0.0214707,2
0.7038926,0.0410005,3
0.941251,0.0017443,0
0.8950941,0.0154298,1
0.781368,0.0092792,2
0.7240182,0.0218538,3
0.9444818,0.0374289,0
0.8725509,0.0418147,1
0.7878209,0.0379328,2
0.7414157999999998,0.0384288,3
0.9275568,0.0052245,0
0.8971655,0.0285754,1
0.8165183999999999,0.0366645,2
0.7137007,0.0285968,3
0.9265622,0.0182716,0
0.8548487,0.0302088,1
0.8164373,0.0154789,2
0.7302067,0.0433579,3
0.9527977,0.013774,0
0.8888336,0.0187073,1
0.7898365,0.0156238,2
0.7207217,0.0232821,3
0.9342492,0.031457,0
0.8818827999999999,0.0312771,1
0.7775952,0.044116,2
0.7338312,0.0129432,3
0.9347648,0.0117695,0
0.8527575,0.0481467,1
0.8024934999999999,0.0251526,2
0.7449048,0.0331428,3
0.9656499,0.0042321,0
0.8443372999999998,0.0219855,1
0.7933228,0.0458477,2
0.7164343,0.0002861,3
0.929705,0.0251909,0
0.8526542999999999,0.0436635,1
0.8073225,0.0085669,2
0.7002616,0.0204986,3
0.9633692,0.0465315,0
0.8649609999999999,0.0429628,1
0.8092264,0.0362262,2
0.7055084,0.0082982,3
0.9523948,0.0352498,0
0.8825676,0.0247124,1
0.7900032,0.0358294,2
0.7221954,0.0444051,3
0.9448178,0.0443672,0
0.8687687,0.0395462,1
0.8013074,0.0487951,2
0.6968514,0.0284759,3
0.9414944,0.0417032,0
0.8683189,0.0052816,1
0.7687774,0.0385118,2
0.6936849,0.0206501,3
0.9171949,0.0446431,0
0.8408696,0.0118187,1
0.7716804,0.0285049,2
0.7138792,0.0178237,3
0.9222845,0.0223134,0
0.8694244,0.006192,1
0.8106715,0.0488642,2
0.7142897,0.0458382,3
0.9131749,0.0332873,0
0.836542,0.0183628,1
0.7904799,0.047986,2
0.708624,0.0137425,3
0.9193909,0.027173,0
0.8838874,0.0409281,1
0.8016109999999999,0.0486246,2
0.7179589,0.0474403,3
0.9526314,0.0401038,0
0.8610639,0.0405379,1
0.8051259,0.0388543,2
0.6978932,0.0011043,3
0.9326,0.0030283,0
0.8593159,0.0325643,1
0.7761461,0.0022644,2
0.7089118,0.0445918,3
0.9348077,0.0082816,0
0.8328356999999998,0.0042894,1
0.8047608,0.0313033,2
0.7276118,0.0150648,3
0.9208704,0.036,0
0.8510404,0.0395012,1
0.7906052,0.0385527,2
0.7184751,0.0258453,3
0.9322268,0.0178644,0
0.8520301999999998,0.0188477,1
0.7657207,0.0070859,2
0.7141834,0.0322411,3
0.9464821000000002,0.0401646,0
0.8606817,0.0034657,1
0.7574328,0.0337659,2
0.6808084,0.0087932,3
0.9501684,0.0142445,0
0.8672001999999999,0.0336249,1
0.7622727999999999,0.004184,2
0.6928079,0.0184571,3
0.9229153000000002,0.0044988,0
0.8514979,0.0155368,1
0.7601268,0.0016842,2
0.6832256,0.0478447,3
0.9429281,0.003029,0
0.8340373,0.0332614,1
0.7623398,0.0181471,2
0.7033081,0.0104893,3
0.9468398,0.0204143,0
0.852541,0.0308013,1
0.763715,0.0026775,2
0.6829023,0.011395,3
0.9145225,0.0093928,0
0.8370349,0.0146148,1
0.781363,0.0337158,2
0.7099943,0.0081664,3
0.9467267,0.006089,0
0.8449232,0.036613,1
0.7735128,0.0113746,2
0.682389,0.0310012,3
0.9336606,0.0388338,0
0.8546843,0.0414943,1
0.7666948999999998,0.0246996,2
0.6805942,0.0128098,3
0.9441192,0.0136316,0
0.8322475,0.0268834,1
0.7590514,0.0432117,2
0.6870766,0.0430939,3
0.9213709000000002,0.0305485,0
0.8296264,0.0149907,1
0.773125,0.0173277,2
0.6731615,0.0481674,3
0.9198245,0.0194995,0
0.8213076999999999,0.034408,1
0.7837290999999998,0.0168211,2
0.6728889,0.0324319,3
0.8962136,0.045249,0
0.8387788,0.0371735,1
0.7680985,0.025971,2
0.670777,0.0355185,3
0.8946872,0.0392114,0
0.8565797,0.0290631,1
0.7576347,0.044782,2
0.7058729,0.0047048,3
0.9260366,0.0210053,0
0.8277961,0.0170865,1
0.775547,0.0354306,2
0.6690959,0.0321836,3
0.9132683,0.0458581,0
0.8156952,0.0210573,1
0.7679895,0.0129069,2
0.6811786,0.0325375,3
0.9009026000000002,0.0390337,0
0.830551,0.0027283,1
0.7398806,0.000436,2
0.6663265,0.0145952,3
0.8986821,0.0411428,0
0.8189201,0.0154257,1
0.7829125999999998,0.0178108,2
0.7005729,0.0030138,3
0.9009755,0.042397,0
0.8461355,0.0196228,1
0.7759536,0.0388865,2
0.6632356,0.0328702,3
0.9277448,0.0042968,0
0.8596762,0.0239742,1
0.7515247,0.0159931,2
0.6925324,0.040988,3
0.9265875,0.0011831,0
0.8445905,0.0096256,1
0.781325,0.0036256,2
0.673776,0.0035764,3
0.8922585,0.0286247,0
0.8487826,0.002127,1
0.7801523999999999,0.0422795,2
0.6862557,0.0360141,3
0.9048389,0.0014941,0
0.8350507,0.028562,1
0.7741293,0.0437433,2
0.6768473,0.0079193,3
0.8993341,0.0282601,0
0.8506654,0.0412897,1
0.7595765,0.0059926,2
0.686176,0.0180969,3
0.8934492,0.0110652,0
0.8491778,0.0272142,1
0.7753982,0.0169331,2
0.6589747,0.0453737,3
0.921444,0.0071948,0
0.8542547,0.0079717999999999,1
0.7764073999999999,0.0340407,2
0.6795706,0.0351068,3
0.8993303,3.2e-06,0
0.8150847,0.0356494,1
0.7691546,0.0272602,2
0.6986938,0.0274411,3
0.8936142999999999,0.0329088,0
0.8296970999999999,0.0147886,1
0.7443818,0.0359856,2
0.6612325,0.0045638,3
0.9031148000000002,0.0141614,0
0.8387035,0.0352614,1
0.7456273,0.0371919,2
0.6889089,0.0203537,3
0.9172734,0.0375177,0
0.8068526999999999,0.0029589,1
0.7697646999999999,0.0445388,2
0.6770416,0.0346782,3
0.8804037999999998,0.0426493,0
0.8373354,0.0286203,1
0.7682067999999999,0.0463193,2
0.6943039,0.0464335,3
0.9191176,0.0073759999999999,0
0.8321258,0.0277069,1
0.7514387,0.0088433999999999,2
0.6680336,0.0192166,3
0.8776074,0.0014427,0
0.8402045,0.0471814,1
0.770789,0.0089562,2
0.6554401,0.0354941,3
0.8729607,0.0470296,0
0.8370368,0.039741,1
0.7709974,0.0231878,2
0.6867856,0.0084455,3
0.8718258,0.0179249,0
0.8409445,0.0360196,1
0.7342737,0.045878,2
0.6715228,0.0401969,3
0.8989578,0.0184188,0
0.8439307,0.045017,1
0.7665539,0.0055588,2
0.6810617,0.0279586,3
0.8719539,0.0402445,0
0.8150674,0.038901,1
0.7624155,0.0265727,2
0.6467866,0.0174174999999999,3
0.8899268,0.0215376,0
0.8077539999999999,0.0173367,1
0.7358998,0.0190808,2
0.6511704,0.0345312,3
0.8806789,0.0123953,0
0.794232,0.0014331,1
0.7592833,0.046581,2
0.6491531,1.96e-05,3
0.9089814,0.0148416,0
0.804886,0.0356357,1
0.7457319,0.0304094,2
0.6590982,0.0219535,3
0.8776873,0.0287934,0
0.8074660999999999,0.0409074,1
0.7402179,0.0414019,2
0.6489546,0.0208298,3
0.8805536,0.0025014,0
0.8231355999999999,0.0392359,1
0.7351617,0.0190271,2
0.6647843,0.0363073,3
0.8921696,0.0476849,0
0.8320592,0.0265557,1
0.7147999,0.038685,2
0.6799788,0.0414813,3
0.9055393,0.0410556,0
0.8240587,0.042012,1
0.7206238,0.0083137999999999,2
0.6810332,0.0146802,3
0.8713366999999999,0.0212895,0
0.8108263,0.0484524,1
0.7457,0.0395631,2
0.6482319,0.0122065,3
0.8933261999999998,0.0147114,0
0.7996115,0.0254726,1
0.7279147,0.0368503,2
0.6734659,0.0336274,3
0.8809228,0.0357137,0
0.7878734,0.0364815,1
0.7253555,0.0455513,2
0.6358525,0.0447009,3
0.8883065,0.0045892,0
0.7937286,0.0232214,1
0.734091,0.0466442,2
0.6706149,0.0283341,3
0.8706932,0.0142343,0
0.8047864999999998,0.0255395,1
0.7273222999999999,0.0275808,2
0.6355739,0.0067314,3
0.8599371999999998,0.0332574,0
0.7820105,0.0439619,1
0.7344853,0.0362403,2
0.6775025,0.045511,3
0.9030251,0.0159965,0
0.8102340999999998,0.0268286,1
0.7350417,0.0148785,2
0.6703773,0.0466818,3
0.8793389,0.0050622,0
0.7931995,0.0415465,1
0.7528806,0.0432774,2
0.6458819,0.0169037,3
0.8836265,0.0481425,0
0.8139185,0.0232274,1
0.7158854,0.0494964,2
0.6670924,0.0416686,3
0.8649505,0.0006551,0
0.7797478,0.0415335,1
0.7485629999999999,0.0393177,2
0.6695524,0.0474961,3
0.8787844999999999,0.0034597,0
0.8041462,0.0102056,1
0.7297945999999998,0.0199018,2
0.6517993,0.0079810999999999,3
0.8576734999999999,0.0378628,0
0.8065742,0.0353262,1
0.7035566,0.0063606,2
0.6336891,0.0185039,3
0.8626985,0.0433708,0
0.7964246,0.0484859,1
0.7350767999999999,0.0231893,2
0.6628193,0.0282835,3
0.8929443,0.0031867,0
0.8156987,0.0388899,1
0.7020393,0.0194811,2
0.6358026,0.0180319,3
0.888598,0.0009076,0
0.7971968,0.0151133,1
0.6978826,0.0164926,2
0.6250211,0.0238233,3
0.8526126,0.0477099,0
0.7821491,0.0384332,1
0.737475,0.0451271,2
0.6321976,0.01001,3
0.8883466,0.0314454,0
0.787644,0.019838,1
0.7102277,0.0050656,2
0.6515661,0.0420233,3
0.8550063,0.0149681,0
0.8096676,0.0003468,1
0.7292903,0.0110688,2
0.6317897,0.0282505,3
0.8870495,0.0196687,0
0.7712109,0.0384311,1
0.7081353,0.0277887,2
0.6222399,0.0464359,3
0.8873366,0.021711,0
0.7714217,0.0099537,1
0.7375589999999999,0.0093012,2
0.629747,0.0184159,3
0.8646034999999999,0.0340121,0
0.7897918,0.0221098,1
0.6999817,0.0075319999999999,2
0.6459792,0.0337795,3
0.8401462,0.0370804,0
0.7758285999999999,0.0402802,1
0.7319235,0.0464581,2
0.6248507,0.0110028,3
0.8544271,0.0445026,0
0.7807781999999999,0.0191682,1
0.709831,0.0363316,2
0.6512773,0.02028,3
0.8404713,0.0276952,0
0.785004,0.0226223,1
0.7034801,0.0012087,2
0.6553468,0.0194145,3
0.8745422,0.0078461,0
0.7991023,0.0114203,1
0.7319154,0.004734,2
0.6475351,0.0073616,3
0.8492507,0.0390409,0
0.8091598,0.0050691,1
0.7112671,0.0073714999999999,2
0.627116,0.0229007,3
0.8655956,0.0114403,0
0.8051443,0.0389742,1
0.690733,0.0121919,2
0.6217758,0.0001453,3
0.8778584,0.0322021,0
0.7783964,0.0481021,1
0.7091584,0.036081,2
0.6538583,0.0393808,3
0.8665559,9.69e-05,0
0.8075888,0.0420664,1
0.6948336,0.0416157,2
0.6472811,0.0446957,3
0.8324152,0.004446,0
0.7752079,0.0133673,1
0.7079201,0.0083713999999999,2
0.6163888,0.0208966,3
0.8538158999999998,0.0219937,0
0.7904389,0.0254996,1
0.681675,0.0151901,2
0.6115779,0.0433563,3
0.8439668999999999,0.0156987999999999,0
0.7949367,0.0063602,1
0.7253857999999999,0.0487232,2
0.6171893,0.0488082,3
0.8733013,0.0069757,0
0.770232,0.0111014,1
0.7133397,0.0258514,2
0.6358639,0.0210793,3
0.8320712,0.0269359,0
0.7948614,0.0166414,1
0.6981161,0.0293175,2
0.6393141,0.0221673,3
0.8538362,0.012813,0
0.7692251,0.0179451,1
0.7001825,0.0063562,2
0.6115657,0.0213309,3
0.866265,0.0493455,0
0.7813959999999999,0.0030293,1
0.7187917,0.0092742,2
0.6043552,0.0451007,3
0.8611774,0.0204471,0
0.7650955,0.0289123,1
0.6894572,0.04715,2
0.6032743,0.0443935,3
0.8256868,0.0380917,0
0.7836653999999998,0.0302059,1
0.6768164,0.047589,2
0.614466,0.0126191,3
0.8353625,0.0293867,0
0.7623354,0.0237012,1
0.7044405,0.0315828,2
0.6113242,0.0428332,3
0.8411377,0.0143888,0
0.7752801999999999,0.0133838,1
0.7102282,0.0340621,2
0.6099459,0.0428275,3
0.8364201,0.0193192,0
0.7788777,0.0110666,1
0.6850006,0.0255378,2
0.6288385,0.0006495,3
0.8480052,0.005573,0
0.7749123,0.0241081,1
0.7096234,0.0471903,2
0.5982374,0.0234948,3
0.860033,0.0284559,0
0.7681162,0.0384328,1
0.6892079,0.0137929,2
0.6069614,0.0361121,3
0.8611461999999999,0.0359356,0
0.7446338999999998,0.0059875,1
0.6754287,0.0191182,2
0.6243331,0.0104891,3
0.8297797999999998,0.0393122,0
0.7852603999999999,0.017653,1
0.7121916,0.0041301,2
0.6300173,0.0451767,3
0.8411955,0.036432,0
0.7645885,0.0491134,1
0.6739104,0.0157604,2
0.6300527,0.0322805,3
0.8191357,0.0111261,0
0.7762578,0.0303948,1
0.6664593,0.0419333,2
0.618607,0.0203511,3
0.8452108,0.0125881,0
0.7484667,0.0084866999999999,1
0.6929355,0.0329276,2
0.628392,0.0011543,3
0.8380381,0.0287037,0
0.7827003,0.0497654,1
0.6693282,0.0041323,2
0.5970997,0.0026967,3
0.8166223999999999,0.0025613,0
0.7586840999999999,0.043345,1
0.6993721,0.0259425,2
0.6047054,0.048903,3
0.8551762,0.0492607,0
0.7595292999999999,0.0297292,1
0.6781851,0.0183336,2
0.5878056,0.0143443,3
0.8434766,0.0129721,0
0.7462343,0.0063284,1
0.6615281,0.0059513,2
0.6204655,0.0160555,3
0.8394933,0.0474833,0
0.7460609999999999,0.0301879,1
0.6605338,0.0202447,2
0.6070893,0.0415978,3
0.8221056,0.0232961,0
0.7602417,0.0461751,1
0.6700779,0.0184499,2
0.6123987,0.0419851,3
0.8441910999999999,0.00075,0
0.7801377,0.0403253,1
0.6959945,0.0244027,2
0.5910788,0.0031085,3
0.813891,0.0446444,0
0.7682369,0.0053721,1
0.6877549,0.0277341,2
0.609827,0.0458092,3
0.8206508999999998,0.0450539,0
0.7709574999999999,0.0246141,1
0.7046691,0.0228308,2
0.6034902,0.0438095,3
0.8530037999999999,0.0462074,0
0.7347892,0.0259307,1
0.6598538,0.0269263,2
0.6126919,0.0347997,3
0.8271538,0.0499345,0
0.7388672,0.0396616,1
0.6888301,0.0231892,2
0.5931707,0.0455156,3
0.8220973,0.0377983,0
0.7455633,0.0076125999999999,1
0.6738907,0.0364301,2
0.6090853,0.0386105,3
0.8129309999999998,0.0020947,0
0.7442295,0.0409615,1
0.6791618,0.0306354,2
0.6204908,0.017118,3
0.8395179,0.0288443,0
0.7256765,0.0488291,1
0.6512703,0.019783,2
0.594768,0.0401402,3
0.8157115,0.0244858,0
0.766961,0.0426351,1
0.6836506,0.0024244,2
0.5764583,0.0484071,3
0.8423935999999999,0.019936,0
0.7639702,0.0425673,1
0.6829613,0.0481679,2
0.6205641,0.0032558,3
0.8209711,0.0318818,0
0.7442187999999998,0.0487,1
0.6695025,0.0492412,2
0.6071498,0.0340003,3
0.8418059,0.0474994,0
0.7605747,0.0062322,1
0.6831167,0.0215283,2
0.594694,0.008404,3
0.8280996,0.0030122,0
0.7290499999999999,0.0496469,1
0.6647842,0.0033992,2
0.5783771,0.0151375,3
0.8060502,0.0192862,0
0.7484560999999998,0.0266505,1
0.6513258,0.0068887,2
0.6152194,0.0338236,3
0.8376495,0.0100016,0
0.7333768,0.0194364,1
0.6829186,0.0184984,2
0.5795107,0.0262301,3
0.8176708,0.010485,0
0.7622016,0.0127262,1
0.6712954,0.0395243,2
0.5760113,0.0027737,3
0.8155405,0.0212096,0
0.7629677999999999,0.0381298,1
0.6592634,0.0497967,2
0.6026363,0.0075806,3
0.8287303999999999,0.0186398,0
0.7588388,0.0171989,1
0.6654948,0.0121657,2
0.5676835,0.032978,3
0.8011872,0.0299265,0
0.7155299,0.0052976,1
0.6745021,0.0013354,2
0.6086956,0.0188763,3
0.8249526,0.0409261,0
0.7515214,0.0499635,1
0.6489064,0.0359397,2
0.5800328,0.0037015,3
0.8215906,0.0444065,0
0.7443843,0.0219734,1
0.6496512,0.0174801,2
0.5683655,0.0489587,3
0.7911635,0.0177652,0
0.738703,0.0166035,1
0.6435944,0.0390958,2
0.5690842,0.0315062,3
0.8144677,0.0292834,0
0.7562298,0.044675,1
0.6604587,0.0014293,2
0.5733511,0.0233213,3
0.7987131,0.0005049,0
0.7498648,0.0188112,1
0.6409317,0.0358421,2
0.5819167,0.0058951,3
0.8011359,0.0273901,0
0.7440550999999999,0.0415767,1
0.6537215,0.0158202,2
0.5701363,0.0284736,3
0.8283319,0.0487743,0
0.7223756,0.0109639,1
0.6730566,0.0245875,2
0.5940214,0.0218199,3
0.8224284,0.0490099,0
0.7406064,0.0078621,1
0.6637412,0.0400254,2
0.5803553,0.0443777,3
0.7944242999999999,0.0067396,0
0.7171553,0.024265,1
0.6342456,0.0155445,2
0.5951235,0.0489626,3
0.8060909,0.0378148,0
0.7475308,0.015634,1
0.6578561,0.035934,2
0.571922,0.03703,3
0.7814835,0.0215071,0
0.7208622,0.0193277,1
0.6311594,0.0034702,2
0.5896187,0.0487706,3
0.7877781,0.0443793,0
0.7218903,0.0279774,1
0.6705743,0.0306481,2
0.6015035,0.0411057,3
0.7926062,0.0445456,0
0.7395030999999999,0.038269,1
0.6588831,0.0069305,2
0.5689843,0.0276602,3
0.8238090999999998,0.0363507,0
0.7299922,0.0308454,1
0.663146,0.0076418,2
0.5778935,0.0131024,3
0.8219212,0.0342289,0
0.7241868,0.0322895,1
0.6733568,0.0485452,2
0.5869248,0.0170301,3
0.8188259,0.0431535,0
0.7456264,0.0224863,1
0.6433906,0.0234762,2
0.5744177,0.0135372,3
0.8178942999999999,0.0466413,0
0.7028632,0.0255718,1
0.6718563,0.0273175,2
0.5833874,0.0490608,3
0.7880205,0.0326534,0
0.6974733,0.0248464,1
0.6495888,0.0086426,2
0.5642399,0.0050133,3
0.8075704,0.0494765,0
0.7223218999999999,0.0361987,1
0.6483314,0.0356263,2
0.5504833,0.0301934,3
0.8108363,0.0061275,0
0.7380529,0.0432345,1
0.6629101,0.0074526,2
0.5671104,0.0488964,3
0.8042331,0.0265213,0
0.693983,0.0165003,1
0.6249909,0.0160323,2
0.5812668,0.0147573,3
0.7849517999999999,0.0111308,0
0.7046982,0.0061176,1
0.646886,0.017033,2
0.5663787,0.0439577,3
0.7723784,0.0280345,0
0.7250203,0.0020766,1
0.6333255,0.0288491,2
0.5845492,0.0166696,3
0.8028588,0.0318095,0
0.690776,0.0272558,1
0.6300703,0.0167071,2
0.5461326,0.0403279,3
0.7643809,0.0235712,0
0.7024492,0.0341109,1
0.6639327,0.0074269999999999,2
0.5440905,0.0244768,3
0.7829903,0.0021948,0
0.7182292,0.036343,1
0.6615666,0.0343026,2
0.5503278,0.0138177,3
0.7629705,0.0452301,0
0.7320757,0.0299293,1
0.644014,0.0078337,2
0.5574015,0.0432781,3
0.7966449,0.0041781,0
0.6983843,0.0186911,1
0.6250015,0.026868,2
0.5488822,0.007136,3
0.8054854999999999,0.0099477,0
0.6899913,0.0436507,1
0.6314995,0.0199373,2
0.5737343,0.0365784,3
0.7858977,0.0397434,0
0.694502,0.014182,1
0.6261386,0.0230224,2
0.5367171,0.029376,3
0.7659036,0.0253932,0
0.7069792,0.0170569,1
0.6400223,0.0239712,2
0.564109,0.0341248,3
0.7880218,0.0083165,0
0.7061434,0.0335279,1
0.65482,0.0253871,2
0.5755422,0.0228557,3
0.7827796999999999,0.0231706,0
0.6965597,0.0073787999999999,1
0.6531464,0.0197378,2
0.5645805,0.0482731,3
0.7987431,0.0154535,0
0.7232716,0.041842,1
0.6472594,0.045101,2
0.5459965,0.000592,3
0.7922316,0.0178053,0
0.6797826,0.0077688,1
0.6045756,0.0379634,2
0.5522746,0.0389173,3
0.782424,0.0447066,0
0.6897311,0.004687,1
0.6229615,0.0161424,2
0.5457511,0.0247061,3
0.7834202999999998,0.0060975,0
0.7042638,0.0063156,1
0.63425,0.0296139,2
0.5723693,0.0388701,3
0.7572955,0.0257562,0
0.6822306,0.0469917,1
0.6287142,0.0390154,2
0.5319195,0.0419423,3
0.7965647,0.0266189,0
0.6834197,0.0404519,1
0.6376514,0.0126617,2
0.5540844,0.0140499,3
0.7521616,0.035919,0
0.7185802,0.0121868,1
0.6068362,0.0415568,2
0.5559538,0.0125271,3
0.7507816,0.0041523,0
0.6955065,0.0485247,1
0.6237684,0.0087396,2
0.5271924,0.0224023,3
0.7508179,0.0273401,0
0.6755166,0.0055234,1
0.6043915,0.0093585,2
0.5665878,0.0167541,3
0.7488786,0.0457147,0
0.6820366,0.0381322,1
0.6436429,0.0011945,2
0.527703,0.0319735,3
0.7491942,0.0295285,0
0.6968223,0.0326279,1
0.62802,0.0226298,2
0.5280448,0.0462309,3
0.7493594999999998,0.0302669,0
0.6748496,0.0421431,1
0.6282432,0.0018903,2
0.5575791,0.0444069,3
0.7564683,0.0416835,0
0.6827489,0.0175664,1
0.605805,0.009912,2
0.5248694,0.0235669,3
0.7587485,0.0011865,0
0.6941165,0.0279156,1
0.6376595,0.0263669,2
0.5533125,0.0002246,3
0.7822913999999999,0.0268374,0
0.672865,0.0385329,1
0.6373512,0.0147913,2
0.541357,0.0291986,3
0.7678374,0.016599,0
0.6943753,0.0406245,1
0.5958622,0.0074698,2
0.5299349,0.0422791,3
0.7644361,0.0113247,0
0.6919589,0.0187457,1
0.5943205,0.0421144,2
0.5227678,0.0315105,3
0.7687828,0.0453023,0
0.6655848,0.0189105,1
0.6285129,0.0229636,2
0.5224593,0.0118364,3
0.7497696,0.010418,0
0.704336,0.0294338,1
0.5989482,0.0377332,2
0.5274939,0.0365322,3
0.7550533,0.0399847,0
0.6943787,0.0099492,1
0.6014723,0.0130295,2
0.5242294,0.005746,3
0.7429712,0.0155106,0
0.666041,0.0437559,1
0.589666,0.019196,2
0.5538298,0.0263584,3
0.7580539,0.0102245,0
0.6881987,0.035168,1
0.6006987,0.0229798,2
0.5372412,0.0280054,3
0.7624184,0.0392861,0
0.6624044,0.015731,1
0.616003,0.0102196,2
0.5401304,0.0169713,3
0.7506758,0.0081179,0
0.687788,0.0214198,1
0.5959909,0.0031792,2
0.5505729,0.0307783,3
0.7460042,0.0253249,0
0.6598051,0.0130864,1
0.5917077,0.033329,2
0.5494542,0.0039771,3
0.7660048,0.005595,0
0.6872982,0.0115725,1
0.5970182,0.0335527,2
0.5548396,0.0488405,3
0.7502059,0.0468156,0
0.6807266,0.0042293,1
0.5932662,0.026716,2
0.5133376,0.0055659,3
0.7628694,0.012769,0
0.6635245,0.0220888,1
0.6255212,0.0056207,2
0.509063,0.0329547,3
0.7702194,0.0283331,0
0.6682054,0.0403373,1
0.595043,0.0297493,2
0.5409711,0.024912,3
0.7718262,0.0043271,0
0.6950755,0.0266691,1
0.6147419,0.0254331,2
0.5283526,0.0133414,3
0.7536178,0.0459491,0
0.6806371,0.0066391,1
0.6138632,0.0114244,2
0.5448804,0.0089052,3
0.7318584999999999,0.0222408,0
0.6569363,0.0485058,1
0.5993582,0.0447978,2
0.5434543,0.0035514,3
0.7556317,0.0312304,0
0.6775951,0.0278342,1
0.6095482,0.0249493,2
0.535663,0.041699,3
0.7261748,0.0167234,0
0.6901559,0.0153148,1
0.604063,0.0071749,2
0.5414877,0.0441992,3
0.7345591999999999,0.0219839,0
0.6552482,0.0446673,1
0.5907376,0.0022913,2
0.5384034,0.029813,3
0.7285226999999999,0.0445696,0
0.6907939,0.0498165,1
0.5758226,0.0224664,2
0.5324701,0.0267587,3
0.7577650999999999,0.0222206,0
0.6591546,0.0479674,1
0.5990826,0.0465836,2
0.5168093,0.0089076,3
0.7473497,0.0433006,0
0.6653398,0.0108538,1
0.587581,0.0381927,2
0.4958042,0.0473376,3
0.7330369,0.0135507,0
0.6857253,0.0268242,1
0.5765522,0.0439601,2
0.5320868,0.0094542,3
0.7421582,0.0369778,0
0.6458264,0.0478678,1
0.5979326,0.0162005,2
0.5362273,0.0105393,3
0.7472107,0.0352125,0
0.6569012,0.0035783,1
0.5739829,0.0450198,2
0.5138165,0.0108503,3
0.7397612,0.0039487,0
0.6473552,0.0125806,1
0.5900652,0.0064408,2
0.5162238,0.0477134,3
0.7372071,0.0220778,0
0.6700636,0.0133866,1
0.5673539,0.0300879,2
0.5223355,0.0262057,3
0.7430761,0.0371227,0
0.6487539,0.0452358,1
0.5666645,0.0386532,2
0.5196783,0.0377225,3
0.7245008,0.0445174,0
0.674455,0.0495813,1
0.5817511,0.0213796,2
0.5093868,0.0400188,3
0.7355186999999999,0.0110647,0
0.6445282,0.0021361,1
0.6049497,0.0042589,2
0.5210938,0.0307564,3
0.7233714,0.0048182,0
0.6709213,0.0007621,1
0.5882889,0.0352659,2
0.5022991,0.001793,3
0.71805,0.0358478,0
0.6664034,0.0162984,1
0.5743636,0.0153508,2
0.49863,0.0325213,3
0.7510076,0.0422525,0
0.6569167,0.0404424,1
0.5976435,0.030822,2
0.5151406,0.009625,3
0.7459780999999999,0.0259067,0
0.6327234,0.0036692,1
0.5741061,0.0249013,2
0.5123565,0.0078192,3
0.7188059,0.0286942,0
0.6506066,0.0482283,1
0.5956425,0.0275971,2
0.5118965,0.0414038,3
0.714627,0.0270469,0
0.6328498,0.0175995,1
0.5828509,0.0163351,2
0.4902285,0.0360545,3
0.7201131,0.0177791,0
0.6692036,0.0130279,1
0.5554882,0.0336313,2
0.5066503,0.0165169,3
0.7142238,0.0057432,0
0.6336664,0.023477,1
0.5579839,0.0484285,2
0.5225217,0.0108682,3
0.7333457,0.043127,0
0.6623468,0.0362271,1
0.5847034,0.0444135,2
0.5089457,0.0460241,3
0.7026739,0.0238829,0
0.662524,0.0237542,1
0.5820425,0.0309448,2
0.4827477,0.0231569,3
0.7141263,0.0158978,0
0.6402901,0.0234706,1
0.5776361,0.0042815,2
0.4941871,0.0404086,3
0.7447088,0.0118802,0
0.6388367,0.0043476,1
0.5895654,0.0358159,2
0.48989,0.0483761,3
0.7394771,0.007713,0
0.6236569,0.0128442,1
