Att1,Att2,Att3,Att4,Att5,Att6,Att7,Att8,Att9,Att10,Att11,Att12,Att13,Att14,Att15,Att16,Att17,Att18,Att19,Att20,Att21,Att22,Att23,Att24,Att25,Att26,Att27,Att28,Att29,Att30,Att31,Att32,Att33,class
0.508249,0.153932,0.225378,0.29773,0.016856,0.368856,0.322747,0.02352,0.051246,0.050272,0.014244,0.10195,0.039272,0.02381,0.032459,0.012503,0.005556,0.015625,0.111336,0.071075,0.032642,0.018235,0.008539,0.013266,0.007522,0.020342,0.011179,0.009452,0.004783,0.004782,0.008129,0.039706,0.156497,2
0.324948,0.013489,0.017055,0.198344,0.291167,0.390229,0.38291,0.040036,0.03054,0.041353,0.026465,0.024013,0.014229,0.027005,0.032323,0.012697,0.00767,0.012193,0.008415,0.004014,0.006359,0.018007,0.025536,0.061298,0.047628,0.016184,0.010195,0.008222,0.00573,0.007226,0.006537,0.012152,0.018352,5
0.512239,0.155779,0.001708,0.226199,0.29587,0.449329,0.401753,0.022984,0.051011,0.041425,0.009947,0.067431,0.043456,0.015157,0.041378,0.01091,0.0041,0.008694,0.067012,0.077186,0.036849,0.018919,0.007556,0.012077,0.004304,0.013142,0.010292,0.005781,0.005957,0.005285,0.005921,0.020368,0.101031,2
0.225331,0.29224,0.205914,0.275879,0.339782,0.411188,0.309959,0.012977,0.015632,0.030686,0.009414,0.114719,0.00584,0.056661,0.030289,0.002383,0.009161,0.145485,0.102565,0.031828,0.010153,0.014323,0.003485,0.015814,0.044849,0.003565,0.009041,0.003747,0.002596,0.017221,0.115348,0.11961,0.040062,2
0.022449,0.25928,0.242623,0.369261,0.065381,0.483089,0.464802,0.12501,0.096265,0.060012,0.083962,0.046951,0.094319,0.024047,0.020096,0.082859,0.075981,0.025427,0.012476,0.034829,0.027192,0.017479,0.006674,0.008291,0.015459,0.023261,0.079078,0.15472,0.105658,0.070785,0.038105,0.027061,0.017838,1
0.23313,0.306132,0.214958,0.006712,0.286239,0.222155,0.241162,0.031528,0.062664,0.090421,0.017988,0.134269,0.046792,0.021565,0.015571,0.011535,0.011862,0.040663,0.123513,0.091154,0.038595,0.019286,0.008803,0.009389,0.014533,0.00928,0.007781,0.008879,0.005155,0.009209,0.014317,0.044933,0.068165,0
0.832561,0.258292,0.368729,0.006513,0.478967,0.725035,0.67995,0.021536,0.014533,0.009109,0.059283,0.010555,0.079279,0.008016,0.005604,0.037432,0.069787,0.015808,0.005729,0.040619,0.025365,0.023386,0.008222,0.003886,0.005911,0.00769,0.039775,0.216666,0.106635,0.053916,0.025905,0.012038,0.010877,3
0.475235,0.143175,0.210646,0.281948,0.416205,0.347294,0.316727,0.004758,0.006858,0.012788,0.003613,0.070127,0.005986,0.067811,0.017108,0.003319,0.003424,0.049511,0.06326,0.01474,0.004492,0.004199,0.011811,0.002948,0.029012,0.004089,0.004421,0.00599,0.0037,0.005524,0.062531,0.16046,0.092413,2
0.194614,0.2517,0.181476,0.242912,0.29728,0.006941,0.257209,0.142417,0.142712,0.009408,0.156585,0.023558,0.07866,0.012832,0.00653,0.080086,0.16074,0.088128,0.023362,0.012409,0.004217,0.032897,0.010531,0.01282,0.006823,0.003739,0.027579,0.137876,0.079786,0.025533,0.007511,0.007769,0.013026,4
0.252404,0.330457,0.232546,0.314737,0.012039,0.390505,0.349747,0.007526,0.065103,0.049173,0.007935,0.026107,0.071315,0.008925,0.022609,0.014134,0.004685,0.006579,0.0241,0.075285,0.065269,0.029244,0.007816,0.007286,0.008225,0.006336,0.011545,0.013081,0.006105,0.005385,0.005786,0.006361,0.015335,5
0.324439,0.414545,0.293004,0.391622,0.47999,0.579576,0.459031,0.005641,0.007642,0.109198,0.073821,0.034769,0.006107,0.104536,0.111145,0.007143,0.020259,0.018772,0.023479,0.002106,0.004784,0.020891,0.115546,0.278556,0.166494,0.035774,0.007086,0.008946,0.009472,0.008777,0.00417,0.036781,0.052684,5
0.551041,0.16655,0.002991,0.247986,0.318899,0.034029,0.297029,0.025711,0.05222,0.024163,0.011033,0.011629,0.073205,0.011509,0.021369,0.019556,0.006607,0.00373,0.009276,0.041482,0.069276,0.033968,0.008657,0.006854,0.006232,0.005059,0.005332,0.012579,0.008106,0.00576,0.007007,0.006186,0.008563,5
0.760789,0.235609,0.340566,0.005543,0.442589,0.974724,0.920922,0.017356,0.008443,0.017554,0.013509,0.03681,0.015815,0.004636,0.023911,0.069468,0.011768,0.004794,0.070796,0.004966,0.019156,0.004519,0.003368,0.008627,0.035279,0.140046,0.071275,0.041567,0.015947,0.006124,0.007484,0.007537,0.01857,3
0.667051,0.202168,0.39647,0.292848,0.006838,0.488047,0.457784,0.009214,0.007058,0.031717,0.023622,0.01031,0.002661,0.043987,0.032104,0.003502,0.016985,0.015066,0.005308,0.001411,0.001462,0.006983,0.045192,0.119707,0.047381,0.009442,0.003357,0.00405,0.004732,0.010014,0.002329,0.008295,0.012547,5
0.377056,0.118843,0.220378,0.012624,0.167664,0.272469,0.223106,0.119439,0.103332,0.063527,0.090444,0.141536,0.051117,0.032663,0.058555,0.248222,0.078556,0.059225,0.049587,0.015076,0.019643,0.03002,0.019045,0.018037,0.059465,0.170388,0.172978,0.118059,0.036859,0.015622,0.031146,0.019213,0.018371,4
0.176436,0.237974,0.17117,0.227028,0.281,0.336652,0.246426,0.122812,0.118873,0.04751,0.103317,0.052998,0.058076,0.017376,0.045878,0.249124,0.098757,0.02918,0.022465,0.017283,0.033867,0.029904,0.016284,0.012575,0.019381,0.06155,0.107758,0.100909,0.03331,0.016226,0.012193,0.026146,0.018358,4
0.420751,0.130624,0.192764,0.253812,0.012454,0.022352,0.214186,0.047807,0.046833,0.01529,0.068889,0.035942,0.062535,0.018537,0.007009,0.025088,0.07303,0.057157,0.026983,0.012132,0.010933,0.01086,0.011389,0.011045,0.009243,0.006408,0.011566,0.045481,0.062662,0.067766,0.033676,0.015183,0.009956,4
0.382028,0.484849,0.055028,0.170654,0.280089,0.395689,0.292238,0.028656,0.027953,0.007719,0.034224,0.057796,0.036659,0.001996,0.008435,0.220349,0.033178,0.010405,0.014203,0.008821,0.018029,0.013126,0.007569,0.005501,0.006881,0.074473,0.180148,0.144007,0.022145,0.008956,0.006076,0.01746,0.007303,4
0.326189,0.42397,0.007302,0.298508,0.398515,0.503207,0.473956,0.074659,0.060362,0.165073,0.088935,0.096297,0.023322,0.096415,0.14632,0.038495,0.02131,0.056786,0.023232,0.007004,0.010876,0.035669,0.092449,0.329091,0.220382,0.09025,0.034062,0.01873,0.011237,0.01362,0.009853,0.018353,0.046708,5
0.378099,0.115977,0.226564,0.169928,0.279952,0.336614,0.244517,0.234481,0.232739,0.049586,0.175633,0.163118,0.079124,0.00756,0.04949,0.614616,0.169306,0.056812,0.043748,0.010416,0.07281,0.032148,0.02058,0.009534,0.019629,0.211428,0.34195,0.177327,0.014809,0.012022,0.013628,0.042827,0.012554,4
0.600233,0.179134,0.264637,0.353288,0.522093,0.438222,0.412653,0.002516,0.017641,0.005169,0.017715,0.002226,0.032242,0.022259,0.003265,0.061934,0.004089,0.002543,0.002172,0.005012,0.03216,0.118048,0.0207,0.011294,0.004422,0.002515,0.01139,0.002446,0.004077,0.017308,0.003602,0.004631,0.005271,2
0.250703,0.327815,0.011992,0.028209,0.227432,0.303356,0.273765,0.073846,0.137538,0.096471,0.033654,0.078991,0.11074,0.023917,0.07021,0.037325,0.013764,0.018264,0.056869,0.142626,0.08564,0.03605,0.014898,0.019349,0.01231,0.007779,0.023902,0.012429,0.011139,0.009711,0.008253,0.013533,0.050644,0
0.847512,0.261291,0.007232,0.368688,0.479578,0.731046,0.683654,0.035381,0.02515,0.013858,0.036523,0.011501,0.04429,0.007003,0.004232,0.017727,0.051642,0.011914,0.003804,0.024676,0.031681,0.017334,0.002963,0.002856,0.00527,0.008913,0.018301,0.144682,0.075213,0.041169,0.019367,0.011917,0.007916,1
0.243017,0.307303,0.220008,0.293383,0.011672,0.438586,0.383694,0.029701,0.086377,0.106407,0.020503,0.236589,0.064132,0.067236,0.024033,0.013639,0.015488,0.061432,0.255998,0.118953,0.05661,0.024946,0.01629,0.018571,0.015354,0.035605,0.011079,0.015062,0.007882,0.007361,0.026816,0.151196,0.287149,2
0.494219,0.152701,0.297175,0.011834,0.21588,0.044821,0.250886,0.046439,0.061506,0.055368,0.025134,0.174427,0.040702,0.06877,0.031708,0.017277,0.011964,0.036587,0.182558,0.066163,0.032128,0.020094,0.018905,0.022846,0.01181,0.021493,0.012485,0.009444,0.011453,0.016397,0.034544,0.147008,0.295327,0
0.303539,0.387959,0.275326,0.369784,0.001531,0.45534,0.427008,0.013052,0.078803,0.05864,0.340581,0.014193,0.084494,0.452244,0.05256,0.040648,0.064572,0.052612,0.007345,0.010425,0.078776,0.578343,0.428298,0.306148,0.077889,0.016362,0.014896,0.060523,0.008422,0.025996,0.097434,0.018125,0.017866,5
0.339644,0.433694,0.304534,0.007196,0.399251,0.57379,0.529845,0.008452,0.007663,0.119534,0.019179,0.067503,0.003707,0.024348,0.136967,0.013161,0.005238,0.053119,0.006274,0.002771,0.00252,0.007933,0.022968,0.18137,0.206806,0.070962,0.012787,0.005748,0.004014,0.006151,0.005154,0.007741,0.015773,5
0.195618,0.25748,0.182522,0.247833,0.006573,0.01673,0.21181,0.130623,0.129926,0.012794,0.126176,0.03391,0.054677,0.017301,0.006282,0.059871,0.132924,0.090535,0.029132,0.010063,0.008143,0.023749,0.014016,0.009226,0.007654,0.005467,0.015759,0.069465,0.055577,0.025522,0.010464,0.012219,0.01124,4
0.035575,0.190065,0.188058,0.286461,0.371482,0.465845,0.433028,0.068877,0.083977,0.052695,0.045566,0.024654,0.028539,0.076408,0.03093,0.013917,0.032676,0.01121,0.007368,0.007283,0.021805,0.063739,0.084203,0.059408,0.04271,0.018355,0.010854,0.009557,0.008891,0.007074,0.015795,0.035188,0.016919,5
0.363947,0.107533,0.161311,0.225791,0.007024,0.271603,0.230657,0.064133,0.05233,0.07226,0.037774,0.107627,0.040082,0.02147,0.070294,0.152188,0.031295,0.025885,0.028674,0.023243,0.026128,0.019559,0.012159,0.020392,0.062765,0.114578,0.106449,0.060839,0.016754,0.010062,0.016021,0.014491,0.016237,4
0.227952,0.293847,0.209639,0.280775,0.345197,0.00682,0.307715,0.015027,0.02163,0.056526,0.009723,0.145268,0.012273,0.055815,0.021229,0.004782,0.008254,0.106137,0.129471,0.056226,0.009724,0.006435,0.006989,0.004997,0.031456,0.003649,0.006988,0.006113,0.003895,0.010837,0.072268,0.122037,0.054049,0
0.302294,0.388504,0.023294,0.275115,0.049725,0.357611,0.319256,0.02361,0.028936,0.017078,0.062127,0.012566,0.022665,0.075734,0.009976,0.013096,0.012123,0.006906,0.00322,0.004032,0.014512,0.084278,0.067303,0.040203,0.012,0.004396,0.004152,0.005449,0.00264,0.006344,0.009242,0.00673,0.0059,5
0.545034,0.164463,0.239039,0.320601,0.393475,0.476739,0.367878,0.003054,0.100755,0.053763,0.003609,0.012199,0.144058,0.004633,0.080491,0.013556,0.001697,0.002769,0.01039,0.175141,0.131383,0.047673,0.00379,0.006911,0.023167,0.001997,0.011021,0.040431,0.00205,0.011358,0.00563,0.005856,0.00797,2
0.188449,0.23668,0.017518,0.170782,0.226609,0.283024,0.232948,0.207402,0.186119,0.096097,0.142272,0.088909,0.066444,0.028139,0.059103,0.21886,0.115127,0.067748,0.038981,0.025528,0.031874,0.027373,0.01342,0.018268,0.028007,0.053163,0.083598,0.07184,0.031647,0.026506,0.02167,0.0316,0.022948,4
0.696602,0.022906,0.09979,0.401438,0.296631,0.60105,0.548474,0.058362,0.052935,0.041332,0.027456,0.037444,0.019448,0.027585,0.052914,0.020717,0.011938,0.054554,0.011261,0.007029,0.009356,0.017599,0.025511,0.104488,0.077603,0.031332,0.017197,0.014317,0.010314,0.013683,0.008924,0.017763,0.016897,5
0.341876,0.426121,0.012181,0.30348,0.033733,0.40165,0.381699,0.040389,0.042359,0.06601,0.040402,0.054249,0.03253,0.038639,0.064457,0.031134,0.019377,0.033238,0.012689,0.006062,0.009728,0.024607,0.032693,0.112373,0.096367,0.054265,0.026892,0.031717,0.019144,0.01554,0.010958,0.010469,0.019912,5
0.696339,0.013591,0.095317,0.307903,0.397979,0.493556,0.467651,0.047711,0.035315,0.037728,0.022796,0.029871,0.007833,0.024958,0.041579,0.015311,0.006993,0.035413,0.008713,0.004207,0.003793,0.015636,0.022724,0.093388,0.063513,0.029704,0.014159,0.010101,0.006325,0.012341,0.006398,0.008722,0.015401,5
0.645524,0.199545,0.380859,0.285211,0.000918,0.564654,0.519907,0.004647,0.003465,0.006126,0.010146,0.003217,0.00312,0.079795,0.006989,0.002679,0.060392,0.004102,0.002617,0.002408,0.002574,0.009448,0.086914,0.023301,0.009543,0.002787,0.003179,0.003973,0.011244,0.002743,0.004011,0.017907,0.005159,5
0.760219,0.236345,0.006859,0.335363,0.436776,0.55243,0.524145,0.032,0.024594,0.016935,0.015258,0.028209,0.014742,0.005832,0.0144,0.073644,0.010826,0.006091,0.100957,0.008013,0.010669,0.005368,0.004821,0.01177,0.023274,0.167614,0.073664,0.039372,0.015284,0.008735,0.009121,0.01153,0.023197,1
0.21049,0.27162,0.007206,0.198267,0.178717,0.260835,0.207165,0.069571,0.066526,0.031438,0.05198,0.058352,0.037858,0.026102,0.01501,0.041574,0.051813,0.064308,0.045058,0.020133,0.017868,0.024199,0.012656,0.020285,0.011108,0.011235,0.016699,0.031736,0.029954,0.037063,0.037298,0.026995,0.019199,4
0.340512,0.423506,0.007097,0.02815,0.038237,0.396103,0.36396,0.05103,0.047045,0.049457,0.038653,0.041234,0.032459,0.045557,0.03891,0.028476,0.019778,0.024111,0.012452,0.008817,0.014813,0.029147,0.038099,0.081804,0.054351,0.034736,0.023668,0.024194,0.013684,0.017161,0.014498,0.015495,0.019481,5
0.21109,0.293548,0.204664,0.002128,0.269585,0.341157,0.305756,0.173413,0.205095,0.12267,0.1311,0.205459,0.098855,0.090757,0.035381,0.056876,0.119444,0.234077,0.174189,0.10658,0.065297,0.034363,0.018073,0.037932,0.044041,0.013864,0.011971,0.018078,0.043553,0.097694,0.13771,0.168662,0.095414,0
0.208302,0.014706,0.127868,0.188171,0.242514,0.163595,0.187514,0.246399,0.230271,0.154614,0.137995,0.129007,0.096219,0.080481,0.054385,0.115935,0.126342,0.144644,0.091946,0.073971,0.054043,0.055631,0.036627,0.033556,0.034497,0.026566,0.039382,0.061334,0.045706,0.06998,0.064448,0.060964,0.043753,4
0.477427,0.14369,0.2152,0.28669,0.006756,0.353068,0.315267,0.023149,0.046223,0.037812,0.014407,0.117262,0.030008,0.075679,0.024041,0.007817,0.012943,0.065494,0.120143,0.043938,0.025866,0.019079,0.014892,0.007792,0.030163,0.0191,0.006885,0.008692,0.005395,0.014246,0.05881,0.186031,0.146073,0
0.508512,0.155376,0.302621,0.226072,0.442964,0.00687,0.395128,0.007012,0.017701,0.014306,0.004272,0.050764,0.01608,0.011581,0.020997,0.008211,0.003134,0.005681,0.053363,0.033769,0.014238,0.007793,0.004265,0.012383,0.004549,0.010149,0.007461,0.005992,0.00393,0.004609,0.005677,0.02219,0.100949,0
0.038443,0.082628,0.105873,0.220653,0.307622,0.595829,0.563114,0.143153,0.120225,0.083022,0.074569,0.083853,0.088044,0.068334,0.057657,0.0733,0.038353,0.029882,0.035773,0.030211,0.028575,0.033754,0.02273,0.035425,0.054579,0.055375,0.051372,0.058442,0.039808,0.033905,0.029343,0.031817,0.031919,1
0.307586,0.399154,0.281537,0.374424,0.457522,0.006281,0.428754,0.008042,0.023584,0.057169,0.156648,0.011202,0.02117,0.234841,0.053835,0.010038,0.05275,0.016359,0.003495,0.003851,0.019375,0.146852,0.238621,0.208645,0.08041,0.011864,0.008799,0.017747,0.007253,0.005652,0.029712,0.039009,0.010234,5
0.266088,0.34236,0.242661,0.0071,0.313098,0.027665,0.290282,0.052309,0.186643,0.093767,0.041305,0.069684,0.242499,0.036832,0.068378,0.060918,0.020548,0.022202,0.053929,0.170825,0.226322,0.129782,0.029408,0.036518,0.036226,0.016496,0.030325,0.057423,0.021847,0.019674,0.01948,0.016708,0.036727,0
0.241952,0.308148,0.219868,0.292809,0.36104,0.022701,0.312453,0.020624,0.043748,0.070892,0.011934,0.130997,0.033059,0.027051,0.013352,0.00697,0.0069,0.024609,0.135949,0.072899,0.025535,0.014819,0.006955,0.00607,0.009593,0.02317,0.004996,0.014957,0.004656,0.005049,0.013711,0.059871,0.125118,0
0.337627,0.426121,0.302978,0.006417,0.394461,0.49766,0.467331,0.0249,0.018736,0.103164,0.024318,0.046568,0.004157,0.026674,0.104469,0.007407,0.002981,0.031637,0.017281,0.002693,0.002676,0.006953,0.024777,0.204967,0.156452,0.047689,0.006768,0.006605,0.003368,0.020891,0.004725,0.009222,0.042805,5
0.453708,0.134306,0.2002,0.269429,0.32984,0.400232,0.301268,0.042108,0.044089,0.019562,0.034827,0.112917,0.015095,0.092657,0.009083,0.007575,0.035971,0.327031,0.099877,0.019121,0.017791,0.06341,0.004101,0.077762,0.012253,0.019015,0.013022,0.004466,0.012239,0.215978,0.338665,0.182632,0.016134,2
0.417208,0.51958,0.006708,0.022582,0.0384,0.611492,0.600017,0.061839,0.040449,0.019899,0.056396,0.024764,0.068574,0.021437,0.00914,0.041002,0.060211,0.024832,0.0084,0.02533,0.027994,0.010359,0.004181,0.004033,0.005886,0.010193,0.039171,0.120945,0.085421,0.06238,0.04069,0.027931,0.018749,1
0.246095,0.310463,0.221679,0.293536,0.365643,0.439251,0.335072,0.006856,0.111273,0.172094,0.005191,0.300125,0.112202,0.050838,0.043435,0.011297,0.003931,0.018645,0.3315,0.216137,0.101623,0.018654,0.012192,0.011741,0.008167,0.061236,0.01047,0.025467,0.008488,0.004471,0.012247,0.12023,0.413363,2
0.242807,0.308066,0.220008,0.292593,0.360553,0.006698,0.323424,0.024581,0.073427,0.120787,0.013881,0.196827,0.0623,0.035413,0.02302,0.007611,0.007909,0.037919,0.210387,0.132385,0.05412,0.034265,0.011558,0.00918,0.014947,0.039309,0.005761,0.016261,0.005694,0.004995,0.010148,0.085618,0.162922,2
0.757764,0.234961,0.336638,0.001741,0.011086,0.443581,0.449022,0.01727,0.013953,0.015649,0.009592,0.032997,0.01065,0.00528,0.01828,0.040741,0.006306,0.005608,0.040908,0.004847,0.011759,0.004666,0.003678,0.007695,0.026655,0.093331,0.040196,0.028616,0.008543,0.00585,0.006482,0.008091,0.016455,3
0.45647,0.013018,0.06687,0.270385,0.199812,0.330778,0.290899,0.073887,0.073392,0.039345,0.027369,0.053247,0.029933,0.040328,0.015437,0.019529,0.024332,0.069471,0.042878,0.026474,0.028164,0.02499,0.009931,0.017815,0.016206,0.012738,0.011593,0.013054,0.016041,0.051759,0.077867,0.072574,0.036256,4
0.778896,0.237966,0.012448,0.345957,0.451784,0.250017,0.391423,0.014834,0.015029,0.012861,0.012762,0.019031,0.015063,0.006011,0.009534,0.057673,0.010827,0.00493,0.014631,0.009891,0.009997,0.005647,0.004376,0.007291,0.012512,0.033095,0.059188,0.037548,0.014735,0.010774,0.007157,0.007883,0.006797,1
0.395014,0.496808,0.353474,0.473237,0.006168,0.579953,0.556524,0.019701,0.014467,0.014547,0.075382,0.05882,0.101584,0.006134,0.011731,0.379492,0.071839,0.007763,0.016864,0.14025,0.012034,0.019118,0.003376,0.005118,0.014551,0.07384,0.432656,0.386674,0.101878,0.026298,0.010747,0.012741,0.009419,1
0.18841,0.246116,0.232202,0.029313,0.172392,0.005613,0.190595,0.195777,0.187302,0.062132,0.145004,0.072165,0.077662,0.023446,0.049279,0.234152,0.133668,0.069677,0.036077,0.030713,0.029576,0.037323,0.017385,0.015576,0.01772,0.037804,0.092891,0.092381,0.033438,0.016797,0.013849,0.027311,0.026225,4
0.250418,0.321413,0.230404,0.307712,0.377058,0.455453,0.350139,0.009981,0.178212,0.171917,0.00836,0.135597,0.181115,0.010187,0.10907,0.063069,0.003113,0.010201,0.134564,0.295698,0.163762,0.046246,0.021944,0.030995,0.004506,0.017271,0.061453,0.005703,0.024709,0.011337,0.003871,0.011039,0.111777,2
0.414507,0.127565,0.242903,0.18738,0.012109,0.308752,0.260105,0.048733,0.048618,0.006897,0.067774,0.016598,0.052492,0.008959,0.004228,0.026282,0.070448,0.035554,0.012854,0.008517,0.005322,0.00895,0.007573,0.005016,0.004806,0.003847,0.013968,0.061823,0.053817,0.027372,0.006851,0.004791,0.006553,4
0.643682,0.198915,0.00776,0.281489,0.570471,0.600912,0.646644,0.020471,0.018292,0.024131,0.037706,0.011037,0.009249,0.085607,0.019116,0.009427,0.042203,0.008549,0.004799,0.004225,0.006905,0.035231,0.086588,0.057452,0.028156,0.008722,0.008175,0.008955,0.007942,0.00719,0.014986,0.024825,0.014463,5
0.49742,0.152399,0.298654,0.221227,0.006223,0.01709,0.269409,0.015364,0.028897,0.03781,0.008572,0.112425,0.022425,0.029548,0.024651,0.01013,0.005164,0.017512,0.12634,0.057083,0.020339,0.011063,0.007284,0.02073,0.007973,0.020954,0.009103,0.00985,0.005634,0.004858,0.011604,0.060514,0.199502,0
0.230307,0.296489,0.21483,0.286371,0.350898,0.422207,0.321714,0.024895,0.065963,0.10239,0.016737,0.248249,0.04961,0.125252,0.027543,0.007501,0.01458,0.127976,0.236523,0.105092,0.043124,0.022374,0.027693,0.007047,0.043026,0.02186,0.011111,0.009944,0.005999,0.013963,0.103521,0.307957,0.199729,2
0.796565,0.239183,0.00651,0.352319,0.457672,0.584433,0.558697,0.010009,0.007816,0.006906,0.014482,0.019783,0.019352,0.003324,0.00619,0.11166,0.013372,0.003273,0.0065,0.036305,0.003701,0.004531,0.002195,0.002925,0.008652,0.024451,0.118429,0.071233,0.019305,0.00966,0.006073,0.008167,0.006964,1
0.246853,0.318226,0.226322,0.37997,0.296544,0.050294,0.306433,0.006526,0.042774,0.05804,0.004633,0.054152,0.041318,0.005788,0.01392,0.009417,0.003435,0.005681,0.052093,0.069202,0.036615,0.006759,0.005228,0.005949,0.003977,0.007481,0.007534,0.004636,0.00467,0.004493,0.004114,0.007452,0.036809,0
0.376508,0.109148,0.226207,0.000556,0.16326,0.016794,0.191072,0.055013,0.050356,0.051521,0.045118,0.110327,0.035539,0.009402,0.046267,0.219314,0.038867,0.023439,0.031203,0.01166,0.018603,0.017032,0.008807,0.013524,0.043261,0.140274,0.164329,0.091192,0.022057,0.013084,0.016767,0.016135,0.014847,4
0.38052,0.492585,0.011861,0.346646,0.447567,0.033722,0.441755,0.030843,0.02617,0.033317,0.029545,0.072202,0.033825,0.012249,0.025606,0.170017,0.022108,0.008681,0.019616,0.022242,0.011294,0.008782,0.006521,0.01606,0.038882,0.09779,0.174773,0.12876,0.031607,0.018883,0.01208,0.015731,0.014608,1
0.359396,0.457883,0.324508,0.429523,0.528118,0.006081,0.502987,0.006032,0.004278,0.074583,0.005354,0.13518,0.003616,0.004085,0.11676,0.080886,0.002202,0.015874,0.030085,0.019558,0.00239,0.002924,0.003785,0.030502,0.211254,0.179478,0.080669,0.021173,0.003749,0.006867,0.006461,0.014339,0.005483,1
0.196175,0.258234,0.183262,0.246826,0.302869,0.36725,0.272244,0.201929,0.203339,0.009116,0.218055,0.035363,0.100181,0.029851,0.006612,0.062136,0.237218,0.140704,0.030576,0.008306,0.007979,0.025257,0.026455,0.007545,0.006705,0.002819,0.00919,0.120716,0.104158,0.043529,0.007959,0.01145,0.005196,4
0.548016,0.167152,0.242967,0.325955,0.403131,0.001572,0.37258,0.01091,0.189155,0.082985,0.032843,0.035184,0.294035,0.037125,0.104004,0.030113,0.008824,0.006698,0.030097,0.232838,0.276261,0.169461,0.033437,0.018555,0.025245,0.012164,0.013194,0.094474,0.011811,0.007269,0.012505,0.007503,0.015239,2
0.592736,0.180668,0.353742,0.007137,0.259194,0.434406,0.40129,0.026245,0.062521,0.027818,0.080775,0.00985,0.08303,0.097294,0.009155,0.127372,0.01688,0.010767,0.005291,0.016856,0.086281,0.298256,0.091335,0.037292,0.011265,0.008046,0.028216,0.009314,0.01189,0.02465,0.017178,0.010641,0.009012,5
0.53096,0.165463,0.31572,0.233287,0.387475,0.466887,0.359222,0.005963,0.053952,0.029196,0.007905,0.021935,0.06469,0.009737,0.11452,0.017666,0.002043,0.004814,0.019814,0.169476,0.058878,0.036193,0.008901,0.005783,0.022283,0.003009,0.020712,0.010767,0.003975,0.006945,0.005996,0.005625,0.018526,2
0.37817,0.493702,0.007014,0.352472,0.334767,0.449668,0.411371,0.028024,0.022104,0.020703,0.031897,0.051753,0.038189,0.007929,0.015163,0.108297,0.025519,0.009286,0.014008,0.025405,0.014769,0.011222,0.005206,0.011731,0.020325,0.066482,0.119372,0.073162,0.036449,0.01647,0.013792,0.012787,0.011746,1
0.26183,0.330566,0.236692,0.318485,0.001439,0.389476,0.357798,0.010116,0.099426,0.071121,0.007361,0.036431,0.113078,0.009213,0.056969,0.023367,0.003438,0.005402,0.032797,0.150867,0.103689,0.048733,0.008682,0.00602,0.013297,0.004628,0.024257,0.018457,0.005788,0.006273,0.004182,0.006302,0.019663,2
0.210034,0.282842,0.204295,0.007445,0.113979,0.26086,0.203732,0.161992,0.167597,0.089545,0.10571,0.147613,0.066783,0.071734,0.05486,0.099765,0.102968,0.177391,0.119441,0.066098,0.0499,0.044115,0.024885,0.039032,0.038643,0.028884,0.030475,0.043134,0.032191,0.083923,0.095953,0.080305,0.05057,4
0.454585,0.14277,0.199103,0.011632,0.258507,0.325444,0.279318,0.079411,0.099647,0.063404,0.064196,0.08955,0.069318,0.084619,0.024066,0.03042,0.070143,0.145084,0.075228,0.047711,0.040802,0.034195,0.018927,0.053081,0.025333,0.017388,0.014037,0.023172,0.051873,0.12723,0.148266,0.133384,0.072419,2
0.475849,0.02408,0.067134,0.210735,0.276147,0.352992,0.30946,0.039055,0.044505,0.024279,0.012512,0.040153,0.014986,0.02727,0.016876,0.005683,0.007172,0.029629,0.035569,0.014461,0.008946,0.008313,0.007593,0.003724,0.02124,0.006712,0.004095,0.006638,0.003387,0.007446,0.024922,0.061854,0.041461,2
0.771443,0.234305,0.337697,0.452444,0.011263,0.174464,0.385225,0.007901,0.007735,0.006518,0.005593,0.017696,0.006435,0.004481,0.007446,0.040197,0.005625,0.005161,0.038026,0.006004,0.010244,0.007023,0.004124,0.006525,0.010475,0.072226,0.040142,0.01517,0.007136,0.00648,0.005937,0.007091,0.01877,1
0.341648,0.434239,0.307774,0.011572,0.404827,0.001932,0.406348,0.023236,0.026615,0.177986,0.065843,0.178006,0.016058,0.072255,0.20158,0.087478,0.011473,0.070668,0.018906,0.006927,0.009114,0.024197,0.068755,0.303368,0.307659,0.191302,0.086728,0.027932,0.019492,0.010555,0.023573,0.014005,0.027755,5
0.646488,0.199272,0.287621,0.385069,0.474064,0.00672,0.444997,0.003134,0.006045,0.021711,0.039764,0.005996,0.005412,0.101779,0.022231,0.003564,0.049949,0.006936,0.00627,0.002581,0.004682,0.031564,0.11294,0.090815,0.032676,0.006346,0.003707,0.010049,0.012607,0.003388,0.0071,0.025693,0.013352,5
0.413758,0.529468,0.011707,0.37394,0.489358,0.50312,0.512391,0.023335,0.018275,0.009739,0.052982,0.013268,0.068421,0.00481,0.00328,0.028832,0.062926,0.010223,0.003733,0.013224,0.023458,0.009693,0.003864,0.002792,0.003583,0.008742,0.029565,0.127599,0.093196,0.045327,0.017055,0.008467,0.007716,1
0.326215,0.422308,0.001771,0.297207,0.016788,0.390568,0.385724,0.029539,0.020851,0.065854,0.034128,0.031814,0.00974,0.046432,0.06229,0.009478,0.014381,0.024261,0.013699,0.003301,0.005538,0.013305,0.045004,0.149159,0.091155,0.027749,0.00775,0.008411,0.004527,0.009941,0.005542,0.016131,0.032381,5
